gene,q,q_TSG_20_20,q_TSG_TUSCON,score_iSTOP,score_TUSCON,score_20_20,TSG_iSTOP,TSG_TUSCON,TSG_20_20,TSG_CGC
CMTR2,0.31128557770786064,0.318907563026,0.00104879191211284,0.506841000316486,2.979310670420096,0.4963351811599559,FALSE,TRUE,FALSE,FALSE
CNBP,0.3076719119249038,0.584415584415,1,0.511912149683055,-0,0.23327821139757252,FALSE,FALSE,FALSE,TRUE
CNOT3,0.9987465247804636,0.864411557435,0.208549188620779,5.447188381963882e-4,0.680791495476284,0.06327943510590602,FALSE,FALSE,FALSE,TRUE
COPS4,0.33841931402816516,0.0493333333333,0.0161854523173126,0.4705448591776518,1.7908751593341252,1.3068595393249984,FALSE,FALSE,TRUE,FALSE
CREB3L1,0.43669411764032373,0.93078654214,1,0.35982265807534847,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
CREBBP,4.226742377783391e-24,0.0464788732393,5.38264639143213e-9,23.373994221846097,8.269004149869247,1.3327444088424643,TRUE,TRUE,TRUE,TRUE
CSF3R,4.4493697876254355e-6,0.932939374042,1,5.351701498488545,-0,0.03014657744803086,TRUE,FALSE,FALSE,FALSE
CSMD3,8.839035850889578e-8,0.93078654214,0.028145729254794902,7.053595104610738,1.5505874943041769,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
CTCF,1.2958910628363065e-6,0,4.20712405318385e-20,5.887431505253672,19.376014681988494,Inf,TRUE,TRUE,TRUE,TRUE
CTDNEP1,0.0011839746321679618,0.0620253164558,0.102990601916198,2.926657602703891,0.9872024036652538,1.207431011261201,FALSE,FALSE,TRUE,FALSE
CUX1,8.709363622960391e-4,0.267464114833,0.133312471944712,3.0600135769250087,0.8751292186027121,0.5727344782238771,FALSE,FALSE,FALSE,TRUE
CYLD,1.9865140421398387e-9,0.596436058699,0.491404502606313,8.701908360685492,0.30856086851504,0.22443610830990476,TRUE,FALSE,FALSE,TRUE
DAXX,0.15545802614158494,0.912108980827,1,0.8083868508545112,-0,0.03995326809246861,FALSE,FALSE,FALSE,TRUE
DCC,9.925869240569635e-6,0.93078654214,1,5.003231450322769,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
DDB2,1,0.93078654214,1,-0,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
DDIT3,0.4408017271984955,0.93078654214,1,0.3557567124518563,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
DDX10,0.9915551723311193,0.417931034483,1,0.003683115677212256,-0,0.37889537806843787,FALSE,FALSE,FALSE,TRUE
DDX5,0.1398581372484581,0.0727272727272,1,0.8543122603665014,-0,1.1383026981667157,FALSE,FALSE,TRUE,FALSE
DHX15,0.23160113817824057,0.00454545454546,0.0372471448590059,0.6352593106470422,1.4289070120298348,2.3424226808216853,FALSE,FALSE,TRUE,FALSE
DICER1,0.1427132789760917,0.925947281713,0.274029467103757,0.8455356154085865,0.5622027338494452,0.03341373892593988,FALSE,FALSE,FALSE,TRUE
DNAH3,4.337922685445625e-8,0.932939374042,1,7.362718192659206,-0,0.03014657744803086,TRUE,FALSE,FALSE,FALSE
DNAH5,7.355612949666278e-12,0.93078654214,1,11.133381131289127,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
DNAH7,4.798117866830146e-5,0.93078654214,1,4.3189290876968265,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
DNAH8,2.8198193514694212e-5,0.923925863522,0.196302219470646,4.549778713373191,0.7070747900668041,0.03436287548446731,TRUE,FALSE,FALSE,FALSE
DNM1L,0.332601726836774,0.0602564102564,0.0364193101854353,0.4780755002946858,1.4386682843921736,1.2199967447548368,FALSE,FALSE,TRUE,FALSE
DNMT3A,2.2367752588033846e-55,0.115833333333,0.0219051534894553,54.65037764968289,1.6594536993728213,0.9361664457947795,TRUE,FALSE,FALSE,TRUE
DROSHA,0.3610754724520094,0.93078654214,1,0.44240201182389466,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
EED,0.40963166713372023,0.0727272727272,1,0.3876064770082343,-0,1.1383026981667157,FALSE,FALSE,TRUE,FALSE
ELF3,0.3051194786255248,0.496470588235,8.45859722105385e-6,0.5155300664003606,5.0727016546524055,0.30410647475287617,FALSE,TRUE,FALSE,FALSE
EP300,8.792750521356981e-14,0.036923076923,3.74774199550835e-8,13.055875248999877,7.426230314738328,1.4327021149321544,TRUE,TRUE,TRUE,FALSE
EPAS1,0.3555159111927445,0.93078654214,1,0.4491409575542581,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
EPHA2,1.159673964352033e-7,0.0061224489796,0.0301671988903674,6.9356640930018125,1.5204650134223907,2.213074825308272,TRUE,FALSE,TRUE,FALSE
EPHA7,7.377067425698974e-5,0.93078654214,1,4.132116247112966,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
ERBB4,9.77098202979181e-4,0.93078654214,1,3.0100617854432743,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
ERCC2,1,0.93078654214,1,-0,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
ERRFI1,0.320865536877506,0.0649999999999,0.499671717680798,0.49367692655574436,0.30131523171165403,1.1870866433578127,FALSE,FALSE,TRUE,FALSE
ESRP1,7.564964182813215e-5,0.93078654214,1,4.121193123852745,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
ETV6,2.71436867619511e-11,0.713994565217,1,10.566331165090801,-0,0.14630509397347585,TRUE,FALSE,FALSE,FALSE
EZH2,1.7058983280950937e-25,0.562180974476,0.315082808387231,24.76804685644111,0.5015752922441015,0.25012385602473813,TRUE,FALSE,FALSE,TRUE
FAT1,3.205713297969101e-51,0,7.49471125072918e-28,50.494075321245035,27.125245094587633,Inf,TRUE,TRUE,TRUE,TRUE
FAT4,0.025823669603657604,0.93078654214,1,1.587982043425893,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
FBXW7,1.2205523745407e-11,0.579510022272,1.32833541535994e-23,10.913443580043605,22.876692248275894,0.2369390487775421,TRUE,TRUE,FALSE,FALSE
FES,0.41293459174387315,0.93078654214,1,0.3841187345284861,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
FOXA1,0.33510776077739074,0.647635726794,9.78715593425371e-4,0.47481551420063595,3.009343492211805,0.18866920142342894,FALSE,TRUE,FALSE,FALSE
FOXO1,0.3330624940364541,0.71323943662,1,0.47747427019113636,-0,0.14676465170960507,FALSE,FALSE,FALSE,TRUE
FOXO3,0.3601571454482316,0.93078654214,1,0.44350796448314384,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
FUBP1,1.925901458626525e-7,0,1.02040206056428e-9,6.7153659379122,8.991228673062254,Inf,TRUE,TRUE,TRUE,FALSE
GATA3,1.076560810309899e-6,0.378148148148,7.47682933463106e-47,5.9679614337121745,46.126282532403195,0.4223380220722472,TRUE,TRUE,FALSE,TRUE
GIGYF2,0.021746817692126524,0,3.56780768899892e-9,1.6626042862893722,8.447598562888253,Inf,FALSE,TRUE,TRUE,FALSE
GNPTAB,0.12343072519831788,0.102752293578,0.0512175103066163,0.9085767193697528,1.290581536495818,0.9882084752703645,FALSE,FALSE,TRUE,FALSE
GPS2,0.014926611708234625,0.00294117647059,4.3055069457752e-5,1.826038764506645,4.365975705815239,2.5314789170419947,FALSE,TRUE,TRUE,FALSE
GRIN2A,6.006152542495882e-8,0.93078654214,1,7.221403641913439,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
GRIN3A,4.993742622500331e-5,0.934070568871,1,4.301573844945891,-0,0.029620311656922537,TRUE,FALSE,FALSE,FALSE
HLA-A,0.5361279934728715,0,2.25563755506724e-6,0.27073151586106264,5.64673068327029,Inf,FALSE,TRUE,TRUE,FALSE
HLA-B,5.971528008373371e-6,0.117741935484,0.0448152937335799,5.223914526375632,1.3485737527285115,0.929068829377322,TRUE,FALSE,FALSE,FALSE
HMCN1,0.041200476189942103,0.713988919667,0.0110488618094119,1.3850977644166453,1.9566824582097648,0.14630852795046267,FALSE,TRUE,FALSE,FALSE
HNF1A,4.074036198542106e-9,0.93078654214,1,8.38997511653437,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
HSP90AB1,0.3110938255929982,0.00454545454546,0.0817208623712549,0.5071086084268166,1.087667059059888,2.3424226808216853,FALSE,FALSE,TRUE,FALSE
IDH2,0.32542518728154785,0.93078654214,0.00990634420216994,0.4875488365434058,2.00408658625604,0.03114990462530433,FALSE,TRUE,FALSE,FALSE
IKZF1,0.33187561016114847,0.93078654214,1,0.4790246631130583,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
IRF4,0.4344019493286275,0.93078654214,1,0.362108234568457,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
IWS1,0.3171935544479338,0.0705882352942,0.00317197760371934,0.4986756463737791,2.498669887752745,1.1512676753301425,FALSE,TRUE,TRUE,FALSE
JAK1,0.18356521768631964,0.0727272727272,0.171883963541281,0.7362096063479826,0.7647646403019557,1.1383026981667157,FALSE,FALSE,TRUE,FALSE
JAK2,0.2632126245869348,0.0894230769231,0.455765395080681,0.579693284294582,0.34125865260021515,1.048550390744733,FALSE,FALSE,TRUE,FALSE
KANSL1,0.21143973565847157,0,2.27539768589308e-10,0.6748133928300866,9.642942687932164,Inf,FALSE,TRUE,TRUE,FALSE
KBTBD7,0.14496287267900154,0.0727272727272,0.101296252420111,0.8387432133187726,0.9944066216029237,1.1383026981667157,FALSE,FALSE,TRUE,FALSE
KDM5A,1.5935817410284444e-5,0.93078654214,1,4.797625654959546,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
KDR,4.509552031836277e-5,0.93078654214,1,4.345866597759362,-0,0.03114990462530433,TRUE,FALSE,FALSE,FALSE
KEAP1,0.002793221647301544,0.672268907564,2.24199231991067e-6,2.5538946008615886,5.649365879442263,0.1724569743999574,FALSE,TRUE,FALSE,TRUE
KLF4,0.3393779559080835,0.93078654214,1,0.46931637044025165,-0,0.03114990462530433,FALSE,FALSE,FALSE,TRUE
KMT2A,0.04042093791813112,0.0727272727272,1.69931491500181e-6,1.393393613434694,5.769726130740059,1.1383026981667157,FALSE,TRUE,TRUE,FALSE
KMT2B,1.2771492860943118e-4,0.00454545454546,3.74495157681387e-8,3.893758335048563,7.42655379346745,2.3424226808216853,TRUE,TRUE,TRUE,FALSE
KMT2C,6.8701673859564e-21,0,5.72424181859467e-44,20.163032681585044,43.24228202790615,Inf,TRUE,TRUE,TRUE,FALSE
KMT2D,8.954900663728827e-96,0,1.22069588822211e-32,95.04793922739549,31.91339251829709,Inf,TRUE,TRUE,TRUE,FALSE
KMT2E,0.3076719119249038,0.672268907564,0.00483725508784007,0.511912149683055,2.315401009919738,0.1724569743999574,FALSE,TRUE,FALSE,FALSE
LEF1,0.41293459174387315,0.786804798256,1,0.3841187345284861,-0,0.10413300024005541,FALSE,FALSE,FALSE,TRUE
LRP1B,4.074036198542106e-9,0.93078654214,1,8.38997511653437,-0,0.03114990462530433,TRUE,FALSE,FALSE,TRUE
LZTR1,0.34789996608829166,0.864411557435,1,0.4585456135854623,-0,0.06327943510590602,FALSE,FALSE,FALSE,TRUE
